fall_term,campus,atp_code,cds_code,high_school,city,county,cde_district,zip,lat,lon,charter,applicants,admits,enrollees,admit_rate,yield_rate,applicant_gpa,admit_gpa,enrollee_gpa,adm_african_american,adm_american_indian,adm_asian,adm_domestic_unknown,adm_hispanic_latinx,adm_int_l,adm_pacific_islander,adm_white,app_african_american,app_american_indian,app_asian,app_domestic_unknown,app_hispanic_latinx,app_int_l,app_pacific_islander,app_white,enr_african_american,enr_american_indian,enr_asian,enr_domestic_unknown,enr_hispanic_latinx,enr_int_l,enr_pacific_islander,enr_white,school_type,match_method,cohort_students,graduates,grad_rate,ag_completers,ag_completion_rate,hs_completers,college_going_rate,enrolled_uc,enrolled_csu,enrolled_ccc,enrolled_in_state_private,enrolled_out_of_state,enrollment_k12,frpm_count,frpm_pct,caaspp_ela_mean_score,caaspp_mathematics_mean_score,caaspp_ela_pct_met,caaspp_mathematics_pct_met,expected_admit_rate,admit_rate_residual,peer_cohort_students,peer_ag_completers,peer_applicants,peer_admits,peer_enrollees,is_universitywide,is_campus,has_characteristics
2005,Universitywide,50500,01611500132225,CASTRO VALLEY HIGH SCHOOL,Castro Valley,Alameda,Castro Valley Unified,94546-3400,37.705184,-122.07847,False,164,148,91,0.902439024390244,0.6148648648648649,3.87157377,3.989184549,4.120098039,,,67,10,10,,,56,,,71,11,13,,,63,,,49,7,5,,,26,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True
2005,Universitywide,50658,07100740731380,CLAYTON VALLEY CHARTER HIGH SCHOOL,Concord,Contra Costa,Contra Costa County Office of Education,94521-3799,37.950133,-121.96702,True,84,76,40,0.9047619047619048,0.5263157894736842,3.935483871,4.02696,4.126721311,,,13,10,11,,,38,,,13,10,11,,,43,,,9,5,,,,20,High Schools (Public),name_city,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True
2005,Universitywide,50610,49706564930855,CLOVERDALE HIGH SCHOOL,Cloverdale,Sonoma,Cloverdale Unified,95425-3324,38.810837,-123.02119,False,10,10,8,1.0,0.8,4.052,4.074615385,4.122,,,,,,,,8,,,,,,,,8,,,,,,,,6,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True
2005,Universitywide,50659,07617540731646,COLLEGE PARK HIGH SCHOOL,Pleasant Hill,Contra Costa,Mt. Diablo Unified,94523-1809,37.965869,-122.07185,False,122,113,67,0.9262295081967212,0.5929203539823009,3.971818182,4.073305085,4.138793103,,,33,6,9,,,62,,,36,6,10,,,67,,,24,5,3,,,33,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True
2005,Universitywide,53854,,COLLEGE PREP AND ARCH ACADEMY,Oakland,Alameda,,,,,,8,5,4,0.625,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unmatched,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False
2005,Universitywide,50657,07617540731836,CONCORD HIGH SCHOOL,Concord,Contra Costa,Mt. Diablo Unified,94521-1059,37.976475,-121.9886,False,37,31,17,0.8378378378378378,0.5483870967741935,3.831707317,4.017037037,4.13125,,,9,,,,,17,,,10,,,,,20,,,7,,,,,8,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True
2005,Universitywide,50718,43694684331799,CUPERTINO HIGH SCHOOL,Cupertino,Santa Clara,Fremont Union High,95014-3411,37.319663,-122.01041,False,144,138,86,0.9583333333333334,0.6231884057971014,4.014802432,4.042763158,4.093382353,,,98,,,4,,27,,,102,,,5,,28,,,68,,,3,,13,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True
2005,Universitywide,52625,07617960732164,DE ANZA HIGH SCHOOL,Richmond,Contra Costa,West Contra Costa Unified,94803-2599,37.967737,-122.28509,False,52,46,32,0.8846153846153846,0.6956521739130435,3.638421053,3.824390244,3.996842105,,,25,,9,,,8,,,29,,9,,,8,,,19,,6,,,4,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True
2005,Universitywide,50109,07616480730465,DEER VALLEY HIGH SCHOOL,Antioch,Contra Costa,Antioch Unified,94531-8486,37.96573,-121.77968,False,82,59,38,0.7195121951219512,0.6440677966101694,3.468604651,3.5953125,3.825,5,,16,,9,,,25,10,,22,,13,,,32,4,,11,,4,,,17,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True
2005,Universitywide,53083,43694014331955,DEL MAR HIGH SCHOOL,San Jose,Santa Clara,Campbell Union High,95128-3529,37.303262,-121.9303,False,28,25,14,0.8928571428571429,0.56,3.9342,3.988157895,4.085,,,,,,,,16,,,,,,,,16,,,,,,,,7,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True
2005,Universitywide,50755,48705324832259,DIXON HIGH SCHOOL,Dixon,Solano,Dixon Unified,95620-9301,38.436088,-121.81672,False,31,26,15,0.8387096774193549,0.5769230769230769,3.858695652,4.037037037,4.115,,,6,,7,,,10,,,6,,11,,,11,,,3,,6,,,4,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True
2005,Universitywide,53164,43696660129718,DOWNTOWN COLG PREP EL PRIMERO,San Jose,Santa Clara,,,,,,10,9,3,0.9,0.3333333333333333,3.661276596,3.774736842,3.82375,,,,,7,,,,,,,,8,,,,,,,,,,,,,uc_directory_atp,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True
2005,Universitywide,53603,,DR JAMES J HOGAN HIGH SCHOOL,Vallejo,Solano,,,,,,34,30,17,0.8823529411764706,0.5666666666666667,,,,5,,20,,,,,,9,,20,,,,,,3,,11,,,,,,,unmatched,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False
2005,Universitywide,50784,01750930132704,DUBLIN HIGH SCHOOL,Dublin,Alameda,Dublin Unified,94568-1656,37.720996,-121.92639,False,49,44,27,0.8979591836734694,0.6136363636363636,3.859942308,3.898433476,3.952692308,,,15,,7,,,20,,,17,,8,,,21,,,9,,4,,,12,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True
2005,Universitywide,52022,41690620126722,EAST PALO ALTO ACADEMY,East Palo Alto,San Mateo,Sequoia Union High,94303,37.463305,-122.13124,True,12,6,4,0.5,0.6666666666666666,3.491666667,3.6,,,,,,3,,,,5,,,,5,,,,,,,,,,,,High Schools (Public),name_city,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True
2005,Universitywide,53413,41690704132551,EL CAMINO HIGH,South San Francisco,San Mateo,South San Francisco Unified,94080-1214,37.66481,-122.44354,False,39,34,18,0.8717948717948718,0.5294117647058824,3.880581395,4.003333333,4.12862069,,,24,,6,,,,,,27,,6,,,,,,13,,3,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True
2005,Universitywide,50815,07617960732941,EL CERRITO HIGH SCHOOL,El Cerrito,Contra Costa,West Contra Costa Unified,94530-3299,37.906601,-122.29484,False,86,81,47,0.9418604651162792,0.5802469135802469,3.895454545,3.972302158,4.065540541,6,,34,13,6,,,21,7,,35,13,8,,,22,4,,25,5,3,,,10,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True
2005,Universitywide,50947,,EL MOLINO HIGH SCHOOL,Forestville,Sonoma,,,,,,37,35,16,0.945945945945946,0.4571428571428571,,,,,,,,,,,28,,,,,,,,30,,,,,,,,13,,unmatched,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False
2005,Universitywide,53316,49709204930160,ELSIE ALLEN HIGH SCHOOL,Santa Rosa,Sonoma,Santa Rosa High,95407-7713,38.401892,-122.73463,False,16,15,9,0.9375,0.6,3.845294118,3.904666667,,,,,,6,,,,,,,,6,,,,,,,,4,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True
2005,Universitywide,50860,01611680132746,EMERY SECONDARY SCHOOL,Emeryville,Alameda,Emery Unified,94608-2908,37.835405,-122.2827,False,5,5,3,1.0,0.6,3.70047619,3.742777778,4.025,,,,,,,,,,,,,,,,,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True
2005,Universitywide,50015,,ENCINAL HIGH SCHOOL,Alameda,Alameda,,,,,,39,29,21,0.7435897435897436,0.7241379310344828,3.944,4.026571429,4.153636364,,,19,,,,,10,,,22,,,,,11,,,17,,,,,4,,unmatched,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False
2005,Universitywide,53169,43694274330692,EVERGREEN VALLEY HIGH SCHOOL,San Jose,Santa Clara,East Side Union High,95148-3122,37.325201,-121.77866,False,103,96,58,0.9320388349514565,0.6041666666666666,3.818765432,3.884011976,3.955065789,,,72,4,9,,,7,,,75,5,10,,,9,,,47,,5,,,4,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True
2005,Universitywide,50911,48705404833000,FAIRFIELD HIGH SCHOOL,Fairfield,Solano,Fairfield-Suisun Unified,94533-1626,38.276688,-122.03104,False,47,42,28,0.8936170212765957,0.6666666666666666,3.63125,3.790454545,3.95,3,,18,5,,,,13,5,,18,5,,,,14,,,12,,,,,9,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True
2005,Universitywide,52497,01751010130096,FOOTHILL HIGH SCHOOL,Pleasanton,Alameda,Pleasanton Unified,94588-9799,37.671579,-121.91994,False,159,153,97,0.9622641509433962,0.6339869281045751,3.911518152,3.936387833,4.0135,,,59,15,11,,,61,,,59,15,11,,,66,,,44,12,3,,,32,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True
2005,Universitywide,50372,07617210730457,FREEDOM HIGH SCHOOL,Oakley,Contra Costa,Liberty Union High,94561-3843,37.969082,-121.71575,False,31,26,16,0.8387096774193549,0.6153846153846154,3.839186047,3.94530303,4.110666667,,,5,,3,,,16,,,5,,5,,,17,,,,,3,,,9,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True
2005,Universitywide,52205,01612590125716,FREMONT HIGH SCHOOL,Oakland,Alameda,Oakland Unified,94601-4618,37.7744,-122.20972,False,17,10,6,0.5882352941176471,0.6,3.695853659,3.844516129,3.905,,,6,,3,,,,,,8,,7,,,,,,6,,,,,,High Schools (Public),name_city,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True
2005,Universitywide,53460,43694684332474,FREMONT HIGH SCHOOL,Sunnyvale,Santa Clara,Fremont Union High,94087-2556,37.352616,-122.035,False,77,70,42,0.9090909090909092,0.6,3.987407407,4.013057325,4.074333333,,,36,6,,,,24,,,36,8,,,,27,,,28,4,,,,9,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True
2005,Universitywide,52945,38684783831765,GALILEO ACAD OF SCIENCE & TECH,San Francisco,San Francisco,San Francisco Unified,94109-1004,37.803401,-122.42408,False,91,75,54,0.8241758241758241,0.72,3.83259434,3.9425,4.000707965,,,69,5,,,,,,,81,6,,,,,,,50,4,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True
2005,Universitywide,52947,38684783830437,GATEWAY HIGH SCHOOL,San Francisco,San Francisco,San Francisco Unified,94115-3510,37.783129,-122.43773,True,32,26,18,0.8125,0.6923076923076923,3.860144928,3.9894,4.0535,,,6,6,5,,,7,,,8,6,8,,,7,,,3,5,3,,,5,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True
2005,Universitywide,52950,38684783839081,GEORGE WASHINGTON HIGH SCHOOL,San Francisco,San Francisco,San Francisco Unified,94121-2733,37.777781,-122.49203,False,143,118,79,0.8251748251748252,0.6694915254237288,3.896548043,3.949356223,4.051487603,,,99,7,,,,10,,,119,9,,,,12,,,74,3,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True
2005,Universitywide,51040,43694844332839,GILROY HIGH SCHOOL,Gilroy,Santa Clara,Gilroy Unified,95020-6333,36.997203,-121.57599,False,44,39,23,0.8863636363636364,0.5897435897435898,3.812307692,3.950263158,4.005,,,10,,11,,,15,,,10,,13,,,17,,,6,,8,,,8,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True
2005,Universitywide,51423,01612000133397,GRANADA HIGH SCHOOL,Livermore,Alameda,Livermore Valley Joint Unified,94550-4066,37.675206,-121.78984,False,89,74,50,0.8314606741573034,0.6756756756756757,3.979382716,4.016692308,4.06942029,,,13,8,4,,,46,,,16,9,8,,,53,,,11,6,,,,30,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True
2005,Universitywide,51120,41688904132817,HALF MOON BAY HIGH SCHOOL,Half Moon Bay,San Mateo,Cabrillo Unified,94019,37.473215,-122.42846,False,42,38,22,0.9047619047619048,0.5789473684210527,4.022533333,4.112622951,4.133214286,,,,8,,,,22,,,,8,,,,26,,,,4,,,,14,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True
2005,Universitywide,51150,01611920133629,HAYWARD HIGH SCHOOL,Hayward,Alameda,Hayward Unified,94541-5314,37.672677,-122.06992,False,52,34,19,0.6538461538461539,0.5588235294117647,3.600363636,3.700930233,3.861578947,8,,5,,8,,,10,10,,9,,14,,,14,3,,,,6,,,6,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True
2005,Universitywide,51160,49753904932554,HEALDSBURG HIGH SCHOOL,Healdsburg,Sonoma,Healdsburg Unified,95448-3449,38.621437,-122.86803,False,33,32,16,0.9696969696969696,0.5,3.87125,3.966744186,4.094736842,,,,,,,,26,,,,,,,,27,,,,,,,,11,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True
2005,Universitywide,52347,43696414332904,HENRY M GUNN SENIOR HIGH SCHL,Palo Alto,Santa Clara,Palo Alto Unified,94306-3827,37.399966,-122.13179,False,260,235,129,0.903846153846154,0.548936170212766,3.993281734,4.035697674,4.037534247,,,101,19,10,,,99,,,113,21,12,,,107,,,65,11,5,,,45,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True
